show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80202874,Movie,Always Be My Maybe,Nahnatchka Khan,"Ali Wong, Randall Park, James Saito, Michelle Buteau, Vivian Bang, Keanu Reeves, Susan Park, Daniel Dae Kim, Karan Soni, Charlyne Yi",United States,31-May-19,2019,PG-13,102 min,"Comedies, Romantic Movies","Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds."
80189827,Movie,Bombshell: The Hedy Lamarr Story,Alexandra Dean,Hedy Lamarr,United States,31-May-18,2017,TV-14,89 min,Documentaries,"An unearthed audio interview of Hollywood icon Hedy Lamarr reveals a woman with brains as well as beauty, who was the first to patent frequency hopping."
70202150,Movie,My Week with Marilyn,Simon Curtis,"Michelle Williams, Kenneth Branagh, Eddie Redmayne, Dominic Cooper, Philip Jackson, Derek Jacobi, Toby Jones, Michael Kitchen, Julia Ormond, Simon Russell Beale, Dougray Scott, Zoë Wanamaker, Emma Watson, Judi Dench","United Kingdom, United States",30-May-19,2011,R,99 min,"Dramas, Romantic Movies","While filming a movie in England, Hollywood icon Marilyn Monroe slips away with a young Brit for a week of self-discovery and frivolity."
70299863,Movie,The One I Love,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson",United States,30-May-19,2014,R,91 min,"Comedies, Dramas, Independent Movies","Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future."
80133554,Movie,Sarah Silverman A Speck of Dust,Liam Lynch,Sarah Silverman,United States,30-May-17,2017,TV-MA,71 min,Stand-Up Comedy,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments."
80208662,Movie,All In My Family,Hao Wu,,United States,3-May-19,2019,TV-14,40 min,"Documentaries, LGBTQ Movies","After starting a family of his very own in America, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance."
81028570,Movie,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,"Zac Efron, Lily Collins, Kaya Scodelario, Jeffrey Donovan, Angela Sarafyan, Jim Parsons, John Malkovich, Haley Joel Osment, Dylan Baker, Brian Geraghty",United States,3-May-19,2019,R,110 min,"Dramas, Independent Movies",Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.
80999729,Movie,The Last Summer,William Bindley,"K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall",United States,3-May-19,2019,TV-14,110 min,"Comedies, Romantic Movies","Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college."
80038162,Movie,Hot Girls Wanted,"Jill Bauer, Ronna Gradus",,United States,29-May-15,2015,NR,83 min,Documentaries,"This 2015 Sundance Film Festival breakout documentary from producer Rashida Jones spotlights the ""amateur"" porn industry and the women it exploits."
80221447,Movie,The Nutcracker and the Four Realms,"Lasse Hallström, Joe Johnston","Mackenzie Foy, Keira Knightley, Helen Mirren, Morgan Freeman, Matthew Macfadyen, Eugenio Derbez, Miranda Hart, Jack Whitehall, Ellie Bamber, Richard E. Grant, Omid Djalili, Tom Sweet, Misty Copeland, Sergei Polunin, Meera Syal",United States,28-May-19,2018,PG,99 min,Children & Family Movies,"When her late mother gifts her a key, Clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic."
70242063,Movie,After Porn Ends,Bryce Wagoner,,United States,27-May-19,2012,NR,93 min,Documentaries,"This documentary explores the careers of some of porn's top stars and examines their adjustment to ""normal"" society after leaving adult entertainment."
80063265,Movie,The Do-Over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Catherine Bell, Michael Chiklis, Natasha Leggero, Sean Astin",United States,27-May-16,2016,TV-MA,109 min,"Action & Adventure, Comedies",The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.
80167459,Movie,I Am Jane Doe,Mary Mazzio,Jessica Chastain,United States,26-May-17,2017,TV-14,98 min,Documentaries,This intense documentary follows real cases of American girls enslaved in the child sex trade through ads in a newspaper's online classified section.
80169348,Movie,Joshua: Teenager vs. Superpower,Joe Piscatella,,United States,26-May-17,2017,TV-14,79 min,Documentaries,"Mobilized by teenage activist Joshua Wong, young citizens of Hong Kong take to the streets in a bid to preserve their history of autonomy from China."
80068327,Movie,War Machine,David Michôd,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter",United States,26-May-17,2017,TV-MA,123 min,"Comedies, Dramas","When a proud general is tasked with winning an unpopular war, he takes the challenge head-on, not knowing that hubris may be his own worst enemy."
80195049,Movie,Ibiza,Alex Richanbach,"Gillian Jacobs, Vanessa Bayer, Phoebe Robinson, Richard Madden, Michaela Watkins, Félix Gómez",United States,25-May-18,2018,TV-MA,94 min,"Comedies, Romantic Movies","When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ."
80186850,Movie,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Marcus Raboy,"Steve Martin, Martin Short",United States,25-May-18,2018,TV-14,74 min,Stand-Up Comedy,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy."
81002195,Movie,After Maria,Nadia Hallgren,,United States,24-May-19,2019,TV-PG,38 min,Documentaries,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires."
80218306,Movie,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,24-May-19,2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
80211638,Movie,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,24-May-19,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Thrillers","In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil."
80220758,Movie,Survivors Guide to Prison,Matthew Cooke,Susan Sarandon,United States,24-May-18,2017,TV-MA,103 min,Documentaries,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated."
80151384,Movie,Tig Notaro Happy To Be Here,Tig Notaro,Tig Notaro,United States,22-May-18,2018,TV-14,58 min,Stand-Up Comedy,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more."
80038335,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Jen Kirkman,United States,22-May-15,2015,TV-MA,78 min,Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special."
80011852,Movie,The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,Bob Weir,United States,22-May-15,2015,TV-14,84 min,"Documentaries, Music & Musicals",This chronicle of Bob Weir highlights his brotherhood with Jerry Garcia and his success as a member of one of the world's most influential bands.
80121348,Movie,Moonlight,Barry Jenkins,"Trevante Rhodes, André Holland, Janelle Monáe, Ashton Sanders, Jharrel Jerome, Alex Hibbert, Jaden Piner, Naomie Harris, Mahershala Ali",United States,21-May-19,2016,R,111 min,"Dramas, Independent Movies, LGBTQ Movies","In a crime-infested Miami neighborhood, a gay African-American boy with a drug-addicted mother grows up with the help of a mentoring drug dealer."
81011598,Movie,Wanda Sykes: Not Normal,Linda Mendoza,Wanda Sykes,United States,21-May-19,2019,TV-MA,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
81103139,Movie,Her Only Choice,Christel Gibson,"Denise Boutte, Timon Kyle Durrett, Leon, Tamara Tunie, Vanessa Bell Calloway, Tiffany Snow, Keith Arthur Bolden, Elise Neal, Jeryl Prescott",United States,2-May-19,2018,TV-14,87 min,Dramas,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.
70143369,Movie,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Art Malik, Eileen Page, Amanda Clayton, Davood Ghadami, Daniel O'Meara, Jill Baker, Josh Daugherty, Oliver Boot, Philip Arditti, Arkie Reece, Joe Billingiere, Don Stark, Darwin Shaw, Figs Jackman, David Schwimmer, Emma Clifford, Christopher Goodman, Cate Fowler, Sean Carrigan, Dusty Sorg, Steven Cree, Phil Cheadle, Holly Weston, Nicholas Woodeson, Rupert Frazer, Edmund Kente",United States,2-May-19,2012,PG-13,133 min,"Action & Adventure, Sci-Fi & Fantasy","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos."
70259801,Movie,Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",United States,2-May-19,2013,R,119 min,Action & Adventure,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.
80133663,Movie,Maria Bamford: Old Baby,Jessica Yu,Maria Bamford,United States,2-May-17,2017,TV-MA,64 min,Stand-Up Comedy,"Maria Bamford performs a rapid-fire, playful stand-up set for crowds at park benches, bowling alleys and LA theaters in this roving comedy special."
81043473,Movie,SGT. Will Gardner,Max Martini,"Max Martini, Omari Hardwick, Lily Rabe, Elisabeth Röhm, Robert Patrick, Dermot Mulroney, Gary Sinise, JoBeth Williams, Luis Bordonada, Leo Martini",United States,19-May-19,2019,TV-MA,125 min,Dramas,"A homeless vet who has PTSD steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror."
80182919,Movie,Small Town Crime,"Ian Nelms, Eshom Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,19-May-18,2017,R,92 min,Thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer – an act of self-redemption that takes him down a dark path."
80080768,Movie,The Blackcoat's Daughter,Osgood Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton, Lauren Holly, James Remar, Greg Ellwand, Elana Krausz, Heather Tod Mitchell, Peter James Haworth, Emma Holzer","Canada, United States",18-May-19,2015,R,95 min,"Horror Movies, Independent Movies, Thrillers","When their parents fail to pick them up for winter break, two students stay on at an all-girls boarding school in the company of a terrible presence."
81061407,Movie,The Brawler,Ken Kushner,"Zach McGowan, Amy Smart, Joe Pantoliano, Burt Young, Tony Darrow, Nick Loeb, Taryn Manning, Jason James Richter",United States,18-May-19,2019,TV-MA,95 min,"Dramas, Independent Movies, Sports Movies","Newly famous after challenging Muhammad Ali for a championship title, boxer Chuck Wepner spirals down the slippery slope of being a celebrity."
81103108,Movie,First Impression,Arthur Muhammad,"Lamman Rucker, Lisa Arrindell Anderson, Elise Neal, Kendrick Cross",United States,17-May-19,2018,TV-14,96 min,"Comedies, Romantic Movies","Unaware they’ve matched online, a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance."
80216758,Movie,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",United States,17-May-19,2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers","As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past."
70083809,Movie,Katt Williams: American Hustle (The Movie),Brit McAdams,"Katt Williams, Da Brat, Snoop Dogg, Tamala Jones, Jeremy Piven, Ludacris, Melanie Comarcho, Red Grant, Alphonso Mcauley, Damaine Radcliff, Taran Killam",United States,17-May-18,2007,NR,89 min,Stand-Up Comedy,"An aspiring actor leaves Hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles."
80028529,Movie,Tinker Bell and the Legend of the NeverBeast,Steve Loter,"Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu, Pamela Adlon, Raven-Symoné, Megan Hilty, Kari Wahlgren, Anjelica Huston, Jeff Corwin, Olivia Holt, Thomas Lennon, Chloe Bennet, Danai Gurira, Grey DeLisle, Peter Michael",United States,17-May-15,2014,G,78 min,Children & Family Movies,"When suspicious scout fairies scheme to capture the fearsome-looking NeverBeast, Tinker Bell and Fawn set out to save the wondrous creature."
80998967,Movie,Good Sam,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous",United States,16-May-19,2019,TV-PG,90 min,"Children & Family Movies, Dramas",A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
70142827,Movie,Limitless,Neil Burger,"Bradley Cooper, Abbie Cornish, Robert De Niro, Andrew Howard, Anna Friel, Johnny Whitworth, Tomas Arana, Robert John Burke, Darren Goldstein, T.V. Carpio",United States,16-May-19,2011,PG-13,105 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers","With his writing career dragging, Eddie Morra finds his life turning around after he takes a drug that provides astonishing mental focus."
70117577,Movie,Take Me Home Tonight,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Chris Pratt, Michael Biehn, Jeanie Hackett, Lucy Punch, Michelle Trachtenberg, Demetri Martin","United States, Germany",16-May-19,2011,R,97 min,"Comedies, Romantic Movies","Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life."
80097814,Movie,Christine,Antonio Campos,"Rebecca Hall, Michael C. Hall, Tracy Letts, Maria Dizzia, J. Smith-Cameron, Timothy Simons, Kim Shaw, John Cullum, Morgan Spector, Jayson Warner Smith","United Kingdom, United States",16-May-17,2016,R,119 min,"Dramas, Independent Movies","In a film based on true events, an awkward but ambitious TV reporter struggles to adapt when she's ordered to focus on violent and salacious stories."
